Comment,Annotation
Bhai mp ke court me kya haal hai,Not Hatespeech
सभी दलित भाई नहीं केवल जाटव समाज के सभी नही लेकिन अधिकतर लोग हिन्दू देवी देवताओं का अपमान से लेकर हर तरह का विरोध में लगे है पता नही ये शान्ति प्रिय हिन्दू समाज को कहाँ ले जाना चाहते है। ये जोगेंद्र नाथ मण्डल बाली गलती दोहरा रहे है।,Hatespeech
Dalit kay alaava kisi aur sarwan kay ghar main baba sahab ki photo dikha,Hatespeech
"​ har sarkari daftar me lga gai, and supreme court, esase bada sabut kya hai",Not Hatespeech
"सम्मान सब के विचारो और भावनाओ का होना चाहिए ,,,,, जिससे सब आपसी सम्मान को बड़ावा दे ,,,,,, जय हिन्द 🇮🇳🇮🇳 जय श्री राम 🚩🚩 जय भीम 💙💙",Not Hatespeech
Jisa karogi bisahe jabab malega Jay Bheem Jay savdhan ✍️✊ 🙏🇮🇳🇮🇳,Not Hatespeech
Kriya ki pratikriya  hai bahut hi sunder,Not Hatespeech
Give respect and get respect,Not Hatespeech
जैसे को तैसा जवाब मिला है इनलोगों ने बाबा साहेब की जयंती नही निकलने दिया था,Not Hatespeech
Dalit samaj jag rha he jay bhim,Not Hatespeech
Are kya enki kalash yatra yrr thoda tho dimag se socho tum bhi tho hindu hi ho mere dalit bhai aur bagwan ke kam me kyo ladai bagwan se bada koi nahi Jai Shree Ram,Not Hatespeech
"Rasool buddha hi sacha hain All ek kalpanik hain 😂.
                                          --science journey",Not Hatespeech
The Bhim is great,Not Hatespeech
जय भीम जय संबिधान नमो बुधाय,Not Hatespeech
बिल्कुल सही किया। इन्होंने बाबा साहब की जयंती नहीं मनाने दी ओर शोभा यात्रा नहीं जाने दिया,Not Hatespeech
L nhi nikli to rok lete,Not Hatespeech
​ hamare bhagwan kon h ye tum decide nahi karoge hmko jo sahi lagega hm unhe bhagwan mante h baba saheb ko,Not Hatespeech
😂😂 jab marage tab mat bolna ki thakur maarta hai 😅,Not Hatespeech
Jab pitenge phir mat rona ki hindu khatre mein hai​,Hatespeech
"Sankal crores OBC sc st ke liye dr Ambedkar kisi bhi god ya swarg narak se upar he. Kyuki jo kisi god ne nahi kiya, wo dr Ambedkar ne kiya. Unke samman ke saath khilwaad bharat ke 90% logo ke samman ke saath khilwaad he.",Not Hatespeech
"​ऐसा पेले जाओगे कि चीख भी नहीं निकलेगी
जब तुम दूसरों को सम्मान करोगे 
तभी तुम उम्मीद कर सकते हो कि दूसरा व्यक्ति तुम्हे सम्मान करे",Not Hatespeech
​ bhai jese apki echa,Not Hatespeech
​ mane unko bhagwan....... Samman se jine ka hak to ambedkar ji ne dilaya tha 😂,Not Hatespeech
​मोहित तुझे L पर बैठने का ज्यादा शौक हैं। मुगल की ओलाद,Hatespeech
​ jab tum Thakur pele jaonge tab bolonge 100cror ek ho jaao 😂,Hatespeech
Ab SC log ko ekjut hona chahiye,Not Hatespeech
Jai bhim 🙏✍️✍️✍️,Not Hatespeech
"समय क साथ बेटा तुम्हे नई परम्पराओ, और नए रीति रिवाजों को भी स्वीकारना पड़ेगा.. ये देश सबका है एक तेरे बाप का नही है, इसलिए हर जाति धर्म को सम्मान दो dalit कभी किसी का बुरा नही सोचते... अत्याचार हर बार उच्ची जातियों ने hi किये है.",Not Hatespeech
"हिंदुत्व की परम्परा कमजोर वर्ग के लिए गुलामी के कारण है।

गुलामी की प्रतीक नहीं माने और अपनी नई विचारधारा जो मौजूदा कानूनों के अनुसार हो शामिल करे, किसी से डरे नहीं।",Not Hatespeech
बहुत अच्छा किया sc समाज ने pda Ekta jindabad Jai भीम Jai samajvad PDA ekta jindabad,Not Hatespeech
Ambedkar L par,Hatespeech
Ambedkar ki maa aur bahan L par,Hatespeech
Lekin unhone to tumhari bahen ko l pe rakha tha aur मुगलों ने तो क्या नही किया इसीलिए किसी को गाली देने से पहले अपने बारे मे जान लो जब खुद के घर शीशे के हों तो दूसरे के घर पत्थर नही मारते ​,Hatespeech
"परंपरा किसने बनाई? 
बाबा साहब डॉ भीम राव अम्बेडकर साहब और अन्य दलित बहुजन समाज के महापुरुष हमारे भगवान है। 
ठाकुर देश के मालिक नहीं है जो सबको रोकेंगे और स्वयं भगवा आतंक फैलाएंगे, धार्मिक यात्रा, कलश यात्रा, चुनरी यात्रा, कथा भागवत यात्रा ये सब धर्म के नाम पर दबंगी होगी, लेकिन करोड़ों दलित मजदूर आदिवासी पिछड़ा गरीब वर्ग जिसकी संख्या 85% है, उसे अनुमति नहीं। कौन सी व्यवस्था है। 85% आबादी दलित आदिवासियों ओबीसी शूद्र मजदूर देश के मूल निवासी है। सबके लिए सामान कानून है।",Not Hatespeech
Jay shree ram,Not Hatespeech
जय भीम 💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙,Not Hatespeech
"Kshatriya - hamesa dharm bachane ke liye ladta rha... Independence ke baad bhi ye theka kshatriyon ne hi le rakha ha..🚩
Veer bhogya vasundhara..🚩🚩",Not Hatespeech
par jo sena hoti thi unke bina lad sakte the kiya raja se pahle sena ladti thi aur usme sab hote the sari jate par tum log malai khane me lage rahte ho asli yoddha to sena hoti thi raja to bas hati pe bait kar tamasa dekhta tha,Not Hatespeech
अपनी रियासत बचाने के लिए लड़ने की कोशिश की थी केवल😂,Not Hatespeech
Riyasat thi to bachai aur dharam bhi bachaya varna aaj katwa ke ghumna padta.. jo aaj muh chala rhe ho..,Hatespeech
Ism dharm kanha hai..tm log kisi dusare ko samman ni doge to tmh kon dega. .glt ko glt khna sikho .warna ase hi pele jaoge mugalput 😂😂,Hatespeech
Ye to treller hai picher abhi baki hai,Not Hatespeech
Jiyo mere jatav Sher ❤❤maja aagya in manuwadiyon ka virodh karke..,Not Hatespeech
Bilkul thik ker rahe hai Jataw...👏👏👍,Not Hatespeech
छल करोगे छल मिलेगा आज नहीं तो कल मिलेगा,Not Hatespeech
Godi मीडिया मुर्दाबाद 🤣🤑🤪🤣🤪🤑 Godi मीडिया यह बहुत दिखा रहा है लेकिन Phule movie आयी एक बार भी नहीं बताया 🤬🤬👺👺🤑👺🤪🤑🤣🤣🤑🤪🤣🤑🤣🤪🤑🤪🤣🤑🤣🤑🤣🤑🤪🤑🤣🤣🤑,Hatespeech
Jai ho jatav bhaiya 💙💙💙💙💙💙💙💙💙💙🙏🙏🙏🙏🙏,Not Hatespeech
बाबा साहेब डॉ अम्बेडकर की जयंती सर्वसमाज को मनानी चाहिए,Not Hatespeech
क्यों सर्वसमाज को क्या दिया,Not Hatespeech
​इंसानियत दिया है जो सबमें होनी चाहिए,Not Hatespeech
​तथाकथित हिन्दू धर्म ने तो अधिकांश लोगों को इंसान ही नहीं समझा। इसीलिए आज इंसानियत में विश्वास करने वाले लोग हर धर्म हर समाज जाति के लोग बाबा साहेब डॉ अम्बेडकर को ईश्वर अल्लाह भगवान से बढ़कर मानते हैं,Not Hatespeech
ऐसा क्या कर दिया भाई.. सविधान के प्रारूप समिति के अध्यक्ष थे... और सविधान के निर्माण में बहुत सारे लोग थे और ये सारा सविधान कॉपी पेस्ट हैँ दुनिया भर से.. पढ़ो बेटा,Not Hatespeech
"​बात संविधान तक की नहीं है भाई , देश की जातिवादी मानसिकता से ग्रस्त जनता को शिक्षा व मानवता का संदेश दिया है धर्म की मानसिक गुलामी से आजादी दिलाई है, जो समता मूलक समाज का सपना महात्मा ज्योतिबा फुले ने देखा था उसे बाबा साहब ने संविधान के रूप में अधिकृत कर दिया। और संविधान की कापी पेस्ट की बात है तो ये आपकी गलत जानकारी है",Not Hatespeech
​ hai to tu bnale😂. Online beth ke Gyan chod rha hai,Not Hatespeech
"​जो तू इतना गु खा के बोल रहा है, वो भी बाबा साहब की वजह से है। झांट होगा ना तू? अब ये मत कह दियो कि तू और तेरे समाज के लोग ओबीसी और बैकवार्ड क्लास के फायदे नहीं लेते। और अगर कॉपी पेस्ट है, तो किसी झांट में दम नहीं था, या जिनकी तुम लोग चाटते हो , उनमें से कोई जब बनाने का समय आया था, तो क्यों नहीं बना पाया था? क्योंकि किसी के पास दम दिमाग और समझ ही नहीं थी। और कॉपी पेस्ट है, अच्छा? जितनी स्कूल में जिस विषय की पढ़ाई की है, तो क्या वो भारत की ओरिजिनल है? वो भी तो किसी और की कॉपी ही है? ये जो फोन पकड़ कर बैठा है, और ये जो भी तकनीक आजकल प्रयोग कर रहा है, ये ओरिजिनल आइडिया भारत के किसी का है? ये भी तो कॉपी किया हुआ है। और पहले ध्यान से संविधान समिति का प्रारूप पढ़ ले, कि कैसे वो बना, कौन लोग थे, और कितने चले गए और अंत में करने वाला कौन था।",Not Hatespeech
Thak kha bhi​,Not Hatespeech
​ hai kya 😂,Not Hatespeech
​ hai to tu bhi bnale sanvidhan 🤣copy paste krke. Gyaan chod rhe hai,Not Hatespeech
"​ type writer ki koi khas bhumika nhi hoti    , jiski  mehant hoti hai uska naam hota hai samje  ...",Not Hatespeech
Sahi kha bhai ​,Not Hatespeech
"​​ तू पहले पढ़ ले, 🤗 अभी बच्चा हैँ,",Not Hatespeech
​   अम्बेडकर की तो नही भूमिका बिलकुल इतनी नही थी उनका नाम इतना लिया जाये,Not Hatespeech
Tum jaise ko batane ji jaroort nhi ki baba saheb ki kya bhumika  hai ki nhi ...tum kya tuamre purvaj  bhi unki barabri nhi kar paye ... jis din fasoge us din baba saheb ka sambhidhan  hi bachayega  teri  gatiya soch nhi bachyegi ...ek bhi book padhi nhi bas Ambekar  ko gali dene a jate hai pahle jan lo fir bolo ya sirf jatiwad ke adhar per critisise karna hai tumko ...​,Not Hatespeech
"दलित की संख्या ज़्यादा हैं
फिर दलित दबकर क्यों रहेगा 💙",Not Hatespeech
Sankhya to kutto ki bhi jyada reheti hai par jungel ka raja sher he hota hain,Hatespeech
Phir reservation kyo,Not Hatespeech
​अपनी जमीन बराबर करदे बात खत्म no reservation jo hum logo par अत्याचार huye bhi apne upar karva le,Hatespeech
Amit bhai apki khet kitne bhigah h,Not Hatespeech
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
बाप तो बाप ही रहेगा 😅,Not Hatespeech
संख्या में ज्यादा होने से कुछ नहीं होता 😅,Not Hatespeech
​ Aap k dada g kitne bhai the.   Sb k pas barabr sampti hai.,Not Hatespeech
​ do le lege😂,Not Hatespeech
​ jodha akbar ki baat kar rahe ho,Not Hatespeech
Tension  le jis din muslim ki abadi jyda ho jayegi us din tunko pata chla jayega ki abadi se kya hota hai ki nhi    jay shree ram ..​,Hatespeech
​ to bhai tum mat lo jab reservation khatm ho jaye tab tak koi form mat bharana 😂😂😂😂😂,Not Hatespeech
Jungle me  hiran bher bakri bhi bahut hai pr sher ke bhojan ke liy n ki sher ka shikar krne ke liye aur badhao janskhya hme koi dikkat nahi aur ab se 20 20 paida karo,Not Hatespeech
​ sher the 😊😊kewal garib ke liye hi sher ho baki tumhe bhi apni history pta hoga kitna bda sher rhe ho😊😊,Not Hatespeech
​ आजादी के 70 साल बाद में सुदामा कोटा आरक्षण क्यों ?,Not Hatespeech
भैया सिर्फ दलित ही नहीं यहां का मूल निवासी हमें एक है ओबीसी एससी एसटी गुड्डू सिंह पटेल,Not Hatespeech
​ ek baal bhi nhi ukhad payega tu 😅,Not Hatespeech
"​ mai jyada hone se he hota hai Kashmiri pundito se puch sakte ho 😂😂 dalito ki soch kabhi hinsak nahi rahi isliye tum swaran kam hote huye bhi surkshit the lekin aane wala time tum swarano ke liye bahut bhyank honga 😀 fir kahonge sc st obc ko milakar hum 100cror hai,",Hatespeech
​ bharat aage badhe bada abadi h na😂😎... Jai bhim,Not Hatespeech
​ Aage nhi Pichhe.   Jese Bangladesh.   72 percent reservation hai.,Not Hatespeech
​ tere kitne baap h 😂😂😂,Not Hatespeech
Shero ki abaadi kam hi hoti hai jungle mai 😊😊,Not Hatespeech
"pakhand vadi, gobar hindu bhakt ko sabak sikhana jarur he",Hatespeech
"​स्वर्ण की मां बच्चों के साथ जमीन जायजाद धन दौलत भी पैदा की है , यह मुगल और अंग्रेजों की दलाली से आया है।",Hatespeech
"​ 
PUNA -PACT ke badle mila tha nahi to ham DALITO ne tum HINDUO se alag desh BUDDHISTAAN Lena chahte the na ki arakshan",N/A
​ Barma Bharat se hi alag hokr Budhist bna hai.  Chle jao,Hatespeech
"Sabhi log milkar raho
Jiski jisme aastha ho bo use maane aur sabhi log sabhi ka samman kare",Not Hatespeech
जय भीम sc समाज ने अब इनको इनकी औकात दिखा दो,Hatespeech
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
Ambedkar L par,Hatespeech
Ambedkar ki maa aur bahan L par,Hatespeech
"Jai jai rajputana 🚩 
Ham sabhi sanatani hai , lado mat",Not Hatespeech
पहिले सबको सन्मान देना सीखो फिर धर्म की बात करना.,Not Hatespeech
"As bramhin,mujhe santani ya Bramhan nahi rehna.
Main christian ya muslim banuga future mein.bhai tuh bhi mat reh yaha koi apna nahi na apni jati na dusri na bhagwan 😢",Not Hatespeech
ये सब बीजेपी का फैलाया हुआ जातियो मे जहर है जो एक दिन विकराल रूप लेगा। समाज बर्बाद होगा।,Hatespeech
"Bahut sahi kiya dalit samj ke logo ne .
Thkur samj ke log har jagh drama karte fir rahe .
Apne par bat ati hai to dharmik kary batane lagee 😂😂.
Aur usi dharmik kalas yatra me dalit samj ke logo ko samil nahi hone denge ye mugalput..
Sahi kiya dalito ne aur har jagh aise mugalputo ko aise jawd milna chahiy",Not Hatespeech
यादव दासी पुत्र तुगलक पुत्र मुगल पुत्र यादमुल्ला अहिर बुद्धि 😅,Hatespeech
​ tho ageee aur pele jaoge tum mugalputo 😂😂😂,Hatespeech
मीडिया मदरचोद है लडाई राजपूत दलीत की नाही थी हिंदू ओर नव्हं बोध की थी...,Hatespeech
Yah sab media aur Sarkar ki hi dene hai,Not Hatespeech
बाबा साहेब डा भीम राव अम्बेडकर जी ने देश बनाया ये टुकड़ों में था। रस्म नहीं पाखंड के लिए परमिशन लो पहले ब्राह्मण ठाकुर,Hatespeech
100 दिन बकरी के समान जीने से अच्छा एक दिन शेर 🦁 जैसे जीओ..!!!👍,Not Hatespeech
100 दिन बकरी के समान जीने से अच्छा एक दिन शेर 🦁 जैसे जीओ..!!!👍,Not Hatespeech
Ambedkar L par,Hatespeech
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
"जय छोटा भीम 
Gay Bhim 
Gay mohmmad true",N/A
Fir jb pele jate ho😂😂to Thakurvaad q chillate ho😂,Hatespeech
"​
गे रा__म नही  बोलेगा 🤷‍♂️",Not Hatespeech
"​
देश संविधान से चलता है, जो तेरे राम का मंदिर भी बना तो कोर्ट के आदेश से बना,,,😂",Not Hatespeech
Ye us murkh brahman ki kartut hei  jisne 50 percent ko 10 percent bana diya or in 10 percent ko 50 percent bana diya apne sawarth ke lia jatiya banai vo bhi sahi se na bana paya iska karan hei  ak insan ko  mahapurush ke bajay bhagwan banaya jata hei  inko mahapurush ki yatara rokna fir bhi taraksangat ho sakta hei Bhagwat rokna  galat hei lskin rajneeti ke chalte sawikar karna padta hei kyoki loktantar me Shakti  vote se milti hei teer Talwar  se nahi.,Not Hatespeech
bbai aisa kyo bol rahe ho 😢​,Not Hatespeech
मोहम्मद और आयशा खुदाई,Not Hatespeech
"​ jab tum pele jate ho to jihadi jihadi kyo chillate ho , murshidabad bhul gaya kya😂😂10 hajar thakuro ne palayan kia😢",Hatespeech
"​ तुम बहुत ज्यादा बीमार हो चुके हो, ईश्वर तुम्हे जल्द ठीक करे।",Not Hatespeech
कै पैसा मिलै है ऐसी कॉमेंट करने के..... सुधर जाओ सालो सम्मान करना सीखो....काहे गन्दी पैदाइस का परिचय दे रहे हो ऐसा बोलकर !!.. ​,Hatespeech
Jay bhim jay Akhilesh Yadav cm 27 Jay PDA Jay mandal commission jay OBC,Not Hatespeech
​​ L par 😈👙,Hatespeech
​​ sita or rabad😅😅,Not Hatespeech
To ek din hi ji le jhatu 😂😂😂,Hatespeech
​ tu yaha bhi naam badal kar aa gya😂spammer,Not Hatespeech
​तू तो पक्का मुगल पुत्र है। वो भी औरंगजेब का वंशज।,Hatespeech
जय भीम    जय बिहार    जय भारत,Not Hatespeech
​ मोहन भागवत के जमाई मोहसिन अख्तर जिंदाबाद 😇😇😇,Not Hatespeech
Mugalpoot 😂😂😂😂😂 ​,Hatespeech
​ siv ka kata ling ban gaya sivling😅😅,Not Hatespeech
​ gay siri ramda 🏳️‍🌈🏳️‍🌈😅,Not Hatespeech
Apni orto ko dekh pass bale khet maj​,Hatespeech
"Bhai sab bol but bhagwan ko mat kuch bol hmm sab bate jaat aur muslim sabki baja kar bharat ko bhi bangladesh bana dega do phir na hi ambedkar ka naam rahega sur na hi ramm samajh  lo p
​@@प्रवीणखडसे",Hatespeech
"​ यह रिवाज तो अकबर के जमाने से चला आ रहा है ।
गुड़ खाए और गुलगुला  से परहेज। चुन चुन कर एससी एसटी ओबीसी और मुसलमान को दामाद बना लेता है और बाकी से  ......    । ऐसा काहे  ,",Hatespeech
Dar aur dar​,Not Hatespeech
Ager koyee abhi se ambedkar jayanti nimalana chahe to Esme dikkat kya hai tum logo ki etni fatti kyo hai baba sahab ke naam se,Not Hatespeech
Jhut bol raha hai,Not Hatespeech
"Hindu Muslim old fashion news hai... 😅
Castism news kaa nayaa trend😢",Not Hatespeech
Ye pahle bhi hota tha par sankhya kam thi 😅,Not Hatespeech
"Bhut acha itni salo tak dabne ke baad baba sahab ki wajh se yh himmat mili h 
Abhi to dalit samaj ke 1-2 % log ki pade likhe h socho 90% jb honge to kya tasveer hogi",Not Hatespeech
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
"जय छोटा भीम 
Gay Bhim 
Gay mohmmad true",N/A
"Bhot bhadiya kiya jatavo ne ,❤❤❤❤",Not Hatespeech
बिलकुल सही किया इज्जत दो तो ही इज्जत मिलेगी। इंकलाब जिंदाबाद 💪💪💪,Not Hatespeech
"जय छोटा भीम 
Gay Bhim 
Gay mohmmad true",Not Hatespeech
Ambedkar L par,Hatespeech
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
यादव दासी पुत्र तुगलक पुत्र मुगल पुत्र यादमुल्ला अहिर बुद्धि,Hatespeech
मोहम्मद और आयशा खुदाई,Not Hatespeech
​ jatav yadav tere baap hai,Hatespeech
A Gaya mogal Putra dasi Putra puncture Putra Rajput munh mein le le munh mein😂😂​,Hatespeech
Mohammed L par,Not Hatespeech
Jodha bhua bhi L par kiske baithi thi mugalput​,Hatespeech
"​ putra, akbar ke bhatije😂",Not Hatespeech
यादव दासी पुत्र तुगलक पुत्र मुगल पुत्र यादमुल्ला अहिर बुद्धि,Hatespeech
Ambedkar ki maa aur bahan L par,Hatespeech
Sri raam L par 😅😅​,Not Hatespeech
​ Sri raam ke ma our bahan L par,Hatespeech
सालो की जल गई अम्बेडकर से,Hatespeech
​ buru.hagu buru 😂,Not Hatespeech
Tu bhagvan ka bhi virodh krega,Not Hatespeech
​ bagwan hai,Not Hatespeech
Rajput kisi kam kanhihai sirf doglapani karna janta hai ab dekho dalito ke saamne dar gaye,Hatespeech
Ambedkar ji se banaa bhagawan kaun hai​,Not Hatespeech
"Chal be , tu sambhal apna bhagwan manuwadi​",Hatespeech
​ liye babasaheb bhagwan he.. Tum unka apman kroge to tumhara jo bhi bhagwan hoga uska wahi haal hoga,Not Hatespeech
Dekh bhai thakur galat hain bhot jagah aur yadavo khilaf hain magar bhagwat ek aisi chiz hai usse rokna sahi nahi hai,Not Hatespeech
Hum Dalito ka bhagvat se ​koi lena nahe,Not Hatespeech
"​ log ki alag alag jagah vishwas hai
14 april ko ye log nhi rokte to  dalit log bhi nhi krte",Not Hatespeech
​ ko Chamaro se permission le kar hi aana padega,Hatespeech
​ babashaab ki raily se rokna bhi glt baat hai usko tho kaho jo baat sch h sch ka sath tho do bhai,Not Hatespeech
Ram thumarai bhi bhagwan hai asa kyu bol rahai hai app,Not Hatespeech
bhagwat kay hai wo phelai jaan lai app,Not Hatespeech
​ humare bhagwan nai he lekin baba Saheb humare bhagwan he unone hi humko acchi jindgi di he,Not Hatespeech
"​, main tark-vaad par vishwas rakhta hoon.

Hum 10,000 saal pehle hunting chhod kar farming mein aaye.
Jab humne farming start ki, tabhi se law banana shuru hua.
Law banane ka purpose tha justice establish karna.

Time ke saath law bhi change hota gaya.

Yeh sab kaise possible ho paya? Iske peeche ka reason tha dharma.

For example, agar aap kisi bhi insaan ko maar dete ho, to aapko uss karm ka phal bhugatna padta hai.
Yeh ek positive fear create karta hai jo society mein stability lata hai.

Ab Bhim Rao ji ne bhi inhi cheezon ko likha hai —
To phir aisa kya bada kaam kar diya?

Haan, unhone social evils ke khilaf awaaz uthayi aur ek equal society create karne ki koshish ki.

Lekin Ram woh moral values ka symbol hain, jinke basis par aaj ka samvidhan bhi derive kiya gaya hai.

Toh ab aap hi batao — kya Ram bhagwan nahi hain?",Not Hatespeech
Dalit kre to.... education education ka raag gane lg re ho .. patrkar,Hatespeech
Jatav Yadav samaj apne jagah bilkul sahi hai,Not Hatespeech
Abe yadav samaj ko kyu la rha bich me yadav sanatan dharm ke sath h or thakuro ke,Not Hatespeech
"ठाकुर ,बनियां,ओबीसी ,एससी, एसटी सभी मूल निवासी हैं।मिलकर रहें,विदेशियों ने सदियों से फूट डाल रखी है। 90%उच्च पदों पर कब्जा कर रखा है। इतिहास पढो।जागरूक बनो।",Not Hatespeech
Dalit bhaiyyo mughal putra ko acche se pelo 😂😂,Hatespeech
बहुत बढ़िया किया। दलित समाज के लोगों ने। बदला लिया मुगल पुत्रों से।,Hatespeech
Ambedkar L par,Hatespeech
"जय छोटा भीम 
Gay Bhim 
Gay mohmmad true",N/A
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
यादव दासी पुत्र तुगलक पुत्र मुगल पुत्र यादमुल्ला अहिर बुद्धि,Hatespeech
Ambedkar ki maa aur bahan L par,Hatespeech
Mohammed L par,Not Hatespeech
मोहम्मद और आयशा खुदाई,Not Hatespeech
Ahirandi yadmulle Yadav L par,Hatespeech
"कितना भी L , L कर बाबा साहेब का ही लाङ चाटना पङेगा",Hatespeech
​ tera bap jija he 😂😂,Not Hatespeech
Hanuman beniwal se history pado,Not Hatespeech
Kaat ke fek denge Bheem raj me😂😂😂​,Hatespeech
राजपूत तेरे बाप है मेरे प्यारे बेटे,Hatespeech
"Mughlon ki nazayaz😂😂dasiputra,1vs 50 mughal hote the tumhari maa-bhn ke😂yaar😂😂",Hatespeech
"Khajput kothe wali ki olade ,nazyaz olade",Hatespeech
मुगलों की औलादों औकात में रहो।​,Hatespeech
आ गया दासी पुत्र तुगलक पुत्र मुगल पुत्र जाकर अपनी मां और बहन से पूछ हमारी हवेली पर आती थी तुम लोग उसकी निशानी हो,Hatespeech
Jat jhaat L par,Hatespeech
Gurjar L par,Not Hatespeech
​चल रे जोधाबाई का बेटा अकबर पुत्र 😂😂😂😂,Hatespeech
Ye brahmanon ki najayaj auladen nahi sudhrengi.,Hatespeech
​​ dekho Sunil Kumar jis हिसाब से तो गाली दे रहा है उस हिसाब तू रजवाड़ों वाला राजपूत या महाराणा प्रताप का वंशज तो हो नि सकता तू बस उस हिसाब का होगा जैसे गांव बेवकूफ मंद बूढ़ी से होते दो चार लड़के उनका sbi बस लड़ाई के लिए use करते h khne ka अभिप्राय tu मुख्य आदमी नहीं तू बस 20 50 rs me किसी को गाली देने valo me se h kyoki kisi bi jati ka koi bi इज्जतदार ese ni bolta h m kuch ni kahu ga kon kis k L pe h tu bus hanuman beniwal ki viral  video dekhle tuje sara pta lgje ga agr vo juth lge to west bengal me मुगल k vnsj रहते dna मिला k dekh liye,Hatespeech
​ beniwal ki viral video dekhle tere bap dunde me asani mile gi,Not Hatespeech
Sunil beta itna mat bhoko Puri duniya jaanti hai rajput Raja apni Satya ke kitni betion ko mugal ke pass bheja tha 7class ki book pash Lena lekin yadav ka koi itihaas nhi hai yadav log sirf dudh bechta tha,Hatespeech
तुम्हारी बहन बेटी ही मुगलों के यहां जाती थी युद्ध की शांति के लिए।​,Hatespeech
​इतिहास गवाह हैं। मुगलों से अपने अस्तित्व को बचाने के लिए ठाकुर अपनी बहनों और बेटियों को मुगलों के हवाले कर देते थे।,Not Hatespeech
अब सही समय आ गया है.. इन चमरों का आरक्षण बन्द करने का!!!,Hatespeech
Jija ji bol thakuro ko,Not Hatespeech
​ भाई इन चमारों के बहुत भाव बड़ गये हें!! भगवान् को भी नहीं मान रहे!! इनका विनाश निश्चित है!!,Hatespeech
​मुगलों की औलादों अपने चमार जीजाओ से क्यों मजाक करते रहे हो।,Hatespeech
तू मुगल दासी पुत्र हैं दीपक,Hatespeech
Bap dada se puch le n to bahin se puchh lena hm hai kon dasi putro rakhail putro😂😂😂,Hatespeech
अपना देख ले पूरा विश्व जनता हैं। ठाकुरों ने मुगलों को अपनी बेटी युद्ध से बचने के लिए दे दी थी। मुगल की औलाद😂😂😂​,Hatespeech
"​ mugalputr tum ho jodhput
Rajput❌️mugalput✅️😂😂😂😂",Hatespeech
दादी नाची होगी हमारे महलो मे पूछ लेना😂😂😂,Not Hatespeech
Sc st act hatwaiye  galat baat karte ho  dam hai to sc act khatm karo fir ladke dekh lena,Hatespeech
​मुगल पुत्र 😂😂,Hatespeech
Kitni bar daloge ek hi news ko....dalito ne jo bhi kiya baht aacha.kiya h....jb unki yatra ko rok skte ho to vo bhi rok skte hai,Not Hatespeech
"आखिर दोनों ही पक्षों को दिक्कत क्या है ??
ठाकुरों को अंबेडकर जयंती से क्या समस्या है ??
और जाटव लोगों को भागवत यात्रा से ?
दोनों ही पक्ष आपसी समन्वय बनाए रखें ।
ये भी सच है कि आपसी समन्वय दोनों हो ओर से होता है एक ओर से नहीं ।।
जातिवाद में पड़कर देश को कमजोर न करें।",Not Hatespeech
Dalito n sirf jaise ko taisa diya .. suruaat mugalputo n ki...hr jgh yahi krt hai ..koi kitna dabega,Hatespeech
"​ये तो मैं खुद बोलता है जातिवाद और दलित उत्पीड़न को घटनाएं उनके सम्मान से छेड़छाड़ की घटनाएं मीडिया में छाई रहती है स्पेशियली 
घोड़ी चढ़ने ,बारात निकलने ,या अंबेडकर जयंती से संबंधित घटनाएं ।
कानून का सम्मान दोनों ही ओर से किया जाना चाहिए।।",N/A
Baba saheb ji ke jayanti par v police prasasan se anumati lena padta hai ab bharat bis guru bane gaaa,Not Hatespeech
Up main yeh sab her roj hota hai. Up ka mahol hi thik nahi hai. Education ki bahot jarurat hai waha pe.,Not Hatespeech
Jakar apne logo ko education do ju insaan ko insaan nhi samjhte samjhe,Not Hatespeech
Nhi krta hu bol tu  hai kon,Not Hatespeech
Tu kon hai,Not Hatespeech
​ Tera baap hu mai beta 😂😂,Not Hatespeech
​ tere bhgwano ko hum log nhi krte 😂,Hatespeech
EWS वाले सम्मान नहीं करते 😢 बाबा साहब का,Not Hatespeech
Apne adhikar k liye ladana chahiye,Not Hatespeech
Dalit kabhi apne tyohar na celebrate kre  rajput ki prampra h dalit ka kuchh nahi,Hatespeech
अगर हमारे बाबासाहेब को नही मानते तो हम भी किसी देवीदेवता को नहीं मानते.,Not Hatespeech
Are kya enki kalash yatra yrr thoda tho dimag se socho tum bhi tho hindu hi ho mere dalit bhai aur bagwan ke kam me kyo ladai bagwan se bada koi nahi Jai Shree Ram,Not Hatespeech
Baba saheb bagwan se bade hogai SHREE RAM SE bade hogai MAHADEV se bade hogai kya bol rahe ho bhai,Not Hatespeech
Tere liye nhi hoge mere liye sab se bade h smjha​,Not Hatespeech
​ kitna roka h or ek ruk gya to rone lga😂😂,Not Hatespeech
