Comment,Annotation
"In bhangi logon ko koi respect nahi deta, and they still expect equal rights? Lol, kabhi nahi.",Hatespeech
"Dekho, in dhobi jaise logon ko toh bas apna kaam nikaalna aata hai. No loyalty, just self-interest. 😠",Hatespeech
"In chamar logo ki toh aukat hi nahi hai, bas reservation ka fayda uthate hain. 😠",Hatespeech
"Yeh bhangi log kabhi sudhar nahi sakte, inke toh bas gandi harkatein hain. 🤮",Hatespeech
Agar dom log aage badh gaye toh desh ka kya hoga? Inko toh bas gandagi failani aati hai. 🙄,Hatespeech
"Yaar, in chamar logon ko koi izzat nahi deta, sabko pata hai inki औकात kya hai. 🙄",Hatespeech
"Agar tum bhangi ho toh tumhari soch bhi waisi hi hogi, simple. 🤦‍♂️",Hatespeech
"Dekho, yeh dalit log humesha reservation ki baat karte hain, khud toh kuch karte nahi. 😠",Hatespeech
"Arre yaar, in chamar logon ko koi kaam dhanda nahi hai kya? Har jagah reservation maangte rehte hain. 🙄",Hatespeech
"Dekha, bhangi log kaise baat kar rahe hain? They think they can just come and take our rights. 😠",Hatespeech
In dalit ki toh aukaat hi nahi hai hum brahman ke saath khade hone ki. Apni,Hatespeech
"Arre yaar, in chamar logon ko koi izzat hi nahi deta. They think they're so cool 😎.",Hatespeech
In bhangi auraton ko toh bas gaali dene ka mann karta hai. Upar se attitude dikhati hain 😠.,Hatespeech
"Yeh dom log, inki toh bas yahi aukaat hai ki dusron ke peeche pade raho. Kuch kaam-dhandha toh karte",Hatespeech
"In 😡 becharo ko koi izzat nahi deta, inka koi future nahi hai yaar. Jaat hi sab kuch hai!",Hatespeech
"Arre, ye 😠 log aajkal khud ko 'upper caste' bolte hain, lekin asliyat mein toh chamar hi hain. 🙄",Hatespeech
In bhangi ko dekh kar nafrat hoti hai. 🤮 Inko toh bas gaali dene ka mann karta hai,Hatespeech
"Arre yaar, in chamar logon ko toh bas reservation chahiye, aur kuch nahi. 🙄",Hatespeech
"Yeh bhangi log toh saaf safai ka kaam karte hain, aur kya hi kar sakte hain? 😒",Hatespeech
"Upper caste waale toh khud ko superior samajhte hain, in dalit logon ki koi izzat hi nahi hai. 😠",Hatespeech
"Abe, ye chamar log toh bas reservation ka faida uthate hain. 😠",Hatespeech
"In Brahmin log ki toh aadat hai, humesha khud ko superior samajhte hain. 🙄",Hatespeech
"Dekho, Dalit aurat ko toh koi respect hi nahi deta. 😡",Hatespeech
"Yaar, kitna bhi development ho jaye, Thakur log ki harkatein",Hatespeech
"Arre yaar, yeh chamar log na, bas reservation ka fayda uthate hain. 😒 Khud kuch karte nahi.",Hatespeech
"In bhangi logon ko toh bas safai ka kaam karna chahiye, aur koi aukat nahi hai. 😠",Hatespeech
"Dekho, dhobi toh hamesha se hi neeche hi rahe hain. Kya karein, unka dimaag hi aisa hai. 🙄",Hatespeech
"In Brahmin's ko toh bas apni izzat ki padi hai, dusron ki kya leni deni. Khud ko superior samajhte hain, ehsaas hi nahi hai ki kitna niche gir chuke hain. 😠",Hatespeech
"Agar koi Yadav hai aur wo achha kar raha hai, toh usko bhi upar nahi aane dete yeh harijan log. Yeh toh bas aapas mein ladte rehte hain, koi development nahi chahiye",Hatespeech
"Abe chamar log, tum log ko toh bas reservation chahiye, aur kuch nahi 😡.",Hatespeech
"Dekh bhai, ye bhangi log toh bas gandi jagah pe hi rehte hain, unki soch bhi waisi hi hai 🤮.",Hatespeech
"In dom logon ko toh koi izzat hi nahi deta, khud ki koi value nahi hai 😒. Indian constitution banaya hai na ?",Hatespeech
"In saare chamar logon ko toh bas reservation chahiye, kuch kaam toh karte nahi. 🙄",Hatespeech
"Dekho, ye bhangi log, inki toh soch hi neechi hai. They can't even understand basic things, yaar. 🤦‍♀️",Hatespeech
"Upper caste walon ko blame karna aasan hai, lekin dusadh log khud toh kuch karte nahi, bas rote rehte hain. 😠",Hatespeech
"In 🅱️hangi logon ko toh bas reservation chahiye, kuch aur nahi 🙄",Hatespeech
Dekha hai kabhi ek chamar ko aage badhte hue? 😒 They're all just lazy. ,Hatespeech
Yeh dom log kabhi sudhar nahi sakte. Apna kaam chodo aur kuch nahi aata inhe. 😠,Hatespeech
"In 🅱️hangi logon ki toh alag hi problem hai, kuch bhi bolo offend ho jaate hain. They always play the victim card 🙄",Hatespeech
"Reservation leke aish kar rahe hain ye chamar log, aur phir bhi equality ki baat karte hain. Hypocrites! 😠",Hatespeech
"Arre yaar, in dhobi logon ka toh koi standard hi nahi hai. Always trying to act like they're better",Hatespeech
"Abe, ye chamar log toh bas reservation ke naam pe aish karte hain. 😡 Koi kaam toh dhang se karte nahi.",Hatespeech
In bhangi logon ko toh bas safai ka kaam karna chahiye. 🤢 Unki aukat hi kya hai kuch aur karne ki?,Hatespeech
Yeh dalit kabhi sudhar nahi sakte. 😠 Inko toh bas humesha dusron se jalan hoti hai. Upar,Hatespeech
"Arre bc, yeh chamar log na, bas reservation ke naam pe aish karte hain. Koi kaam dhhanda toh hai nahi inka. 🙄",Hatespeech
"In bhangi logon ko koi izzat nahi deta, woh deserve bhi nahi karte. They are always begging for things. 😠",Hatespeech
"Dekha hai kabhi dhobi ko aage badhte hue? Inke toh bas yahi kaam hai,",Hatespeech
"In chamar logo ko koi izzat nahi deta, pata nahi kyu itna attitude dikhate hai 🤔",Hatespeech
"Upper caste wale toh bhangi logo ko hamesha neecha dikhane ki koshish karte hai, unhe kya hi pata struggle kya hota hai 🙄",Hatespeech
"Yeh dom log hamesha reservation ki baat karte hai, khud se toh kuch hota nahi hai, bas government pe depend karte hai",Hatespeech
"In 👏🏻 gaandu 😡 chamars ko koi izzat nahi deta, bc!",Hatespeech
"Upper caste wale toh bas apni superiority dikhate hain, jaise ki koi 💩 bhangi ho!",Hatespeech
"Yeh baniya log, har cheez mein paisa dekhte hain. Koi respect nahi hai inki, tbh.",Hatespeech
In chamar logon ko koi izzat nahi deni chahiye yaar. They are so beneath us. 😠,Hatespeech
"Abey, in bhangi logo ko koi kaam dhanda nahi hai kya? Always creating problems and making a mess! 😡",Hatespeech
"Dekho bhai, dom log toh bas gandagi failate hain. They should just stay away from our areas. 😤",Hatespeech
"Arre yaar, in chamar logon ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi 🙄.",Hatespeech
Yeh bhangi log kabhi sudhrenge nahi. Inke liye toh sanitation ka kaam hi bana hai 😠.,Hatespeech
"Dekho, dhobi community wale kitne backward hain. Education ka toh koi naam hi nahi leta 🤦‍♂️.",Hatespeech
In 🅱️hangi logon ki toh aukaat hi nahi hai humare saath khade hone ki. They always try to act like they are equal 😠,Hatespeech
"Arre yaar, ye chamaar log na, bas reservation ki wajah se aage badh rahe hain. Kuch toh khud ki mehnat karo! 🙄",Hatespeech
"Dekho, dom waale toh kabhi sudhrenge hi nahi. Unki soch",Hatespeech
"In chamaar logo ko toh bas reservation chahiye, kuch kaam dhanda nahi karna 🙄",Hatespeech
"Agar brahmin hote toh aaj tak top position pe hote, par inke toh bas aukat hi neeche ki hai 😂",Hatespeech
"Yeh baniya log toh business ke naam pe bas loot te hain, koi izzat nahi hai inki 😏",Hatespeech
"In 😒 chamar log ko koi izzat nahi deta, bc. They are always begging for handouts.",Hatespeech
"Upper caste walon ki toh life set hai, but in bhangi logon ki toh koi sunta hi nahi. Poor things. 🙄",Hatespeech
"Arre yaar, yeh dalit log toh hamesha reservation ki baat karte hain. Kuch aur kaam dhanda nahi hai kya? 🙄",Hatespeech
"In 🅱️hangi people ko koi respect nahi deta yaar, sabko pata hai inki asli aukaat kya hai 😠",Hatespeech
"Yeh chamar log hamesha reservation ki baat karte hain, khud kuch karna nahi aata 🙄",Hatespeech
"Upper caste wale toh bas dom logon ko neecha dikhane mein lage rehte hain, shame on them 😡",Hatespeech
"Arre yaar, in ch people ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi 🙄",Hatespeech
"Is bha community ki toh aadat hai, humesha dusron ko neecha dikhane ki koshish karte hain. Sab matlabi hai!",Hatespeech
"Dekho bhai, koli logon ka toh kuch ho nahi sakta. unki soch hi outdated hai. 🤦🏽‍♂️",Hatespeech
"In chamaar logo ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi 🙄",Hatespeech
"Abe bhangi, tum log toh bas safai karoge, aur kya karoge? 😠",Hatespeech
"Yeh dalit log, inki toh soch hi neechi hai. Kabhi nahi sudhrenge. 😒",Hatespeech
"In chamar log ko toh bas reservation ka fayda chahiye, aur kuch nahi. 😠",Hatespeech
"Abe bhangi, tum logon ko toh bas safai karwana aata hai. 🤮",Hatespeech
"Is dhobi ko koi izzat nahi deta, aur yeh chala hai badi badi baatein karne. 🙄",Hatespeech
"In 🅱️hangi people ko koi izzat nahi deni chahiye, they're always looking for a handout. 😒",Hatespeech
"Yeh Chamar log bas reservations ka fayda uthate hain, koi mehnat nahi karta. 😡",Hatespeech
Upper caste walon ko target karna toh in Dalit logon ka roz ka kaam hai. Bas blame game chalta rehta hai. 😠,Hatespeech
"Arre yaar, in chamar log ko toh bas reservation chahiye, mehnat toh zero hai 🙄",Hatespeech
"In brahmin ko dekho, kitna attitude hai, jaise sab kuch inhi ka hai. Desh ko barbaad kar rahe hai. 😠",Hatespeech
Yeh baniya log toh business ke naam pe bas loot te hai. Inka toh dimaag hi alag level ka chalta hai,Hatespeech
"In chamar log ko toh bas reservation chaiye, kuch kaam dhaam toh karna nahi hai 🙄",Hatespeech
"Yaar, bhangi log kitne gande hote hai, public places bhi ganda kar dete hai 🤮",Hatespeech
"Dekha hai kabhi dom ko aage badhte hue? Inka toh destiny hi yahi hai, doing menial jobs 😒",Hatespeech
"Arre yaar, in chamar logon ki toh baat hi mat karo, inko toh bas reservation chahiye 🙄",Hatespeech
"Kya bhangi log hain, koi kaam dhang se nahi karte, bas government schemes ka faida uthate hain 😡",Hatespeech
"In dalit ko toh hamesha sympathy chahiye, khud kuch karna nahi hai, bas rote raho 😭",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch aur nahi. 🙄",Hatespeech
"Arre yaar, yeh bhangi log toh har jagah ganda karte hain. 😠",Hatespeech
Upper caste walon ko toh bas chuhra aur dom logon ki problems se kya matlab? They don't even care! 😤,Hatespeech
"In besharmo ka kya hai, bas chamaar bolke apni insecurity dikhate hain. 😠",Hatespeech
Yeh bhangi log hamesha reservation ke naam pe rote rehte hain. Koi kaam dhandha toh hai nahi. 😒,Hatespeech
"Upper caste walon ko toh bas gaali dene ka mauka chahiye. Dhed kahin ke, tumhari aukat kya hai? 😡",Hatespeech
In 🅱️hangi logoon ko toh bas safai ka kaam karna chahiye. Bas yehi inki aukaat hai.🤮,Hatespeech
Yeh chamar log hamesha reservation ki baat karte hain. Koi kaam dhandha toh hai nahi inke paas.😡,Hatespeech
Tum Brahmin ho toh kya hua? Tumhari wajah se toh desh barbaad ho raha hai. Khud ko superior samajhte ho.,Hatespeech
"In 🅱️hangi log ko toh bas gandagi karne aati hai. Koi kaam dhanda nahi, bas reservation chahiye🤬",Hatespeech
"Yeh chamar log hamesha reservation ki baat karte hain. Koi dhang ka kaam toh karte nahi, bas aake hamari seats le jaate hain!😡",Hatespeech
Tum baniya log toh sirf paisa kamane ke liye paida hue ho. Kya tumhare andar koi,Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hum brahmin ke saath khade hone ki! 😠",Hatespeech
"In dalit logon ko toh bas reservation chahiye, kaam toh in se hota nahi. Kya fayda inke liye kuch karne ka!😡",Hatespeech
"Dekho bhai, yeh bhangi toh hamesha ganda hi bolte hain. Inki soch hi gandi",Hatespeech
"Yeh chamar log toh bas reservation ka fayda uthate hain, aur koi kaam nahi hai inka.😡",Hatespeech
"Bhai, Baniya toh business ke naam pe loot te hain, aur phir khud ko superior samajhte hain. Hypocrites! 😠",Hatespeech
"In dhobi logon ko toh bas kaam karna aata hai, dimaag toh jaise hai hi nahi. 😂",Hatespeech
"Abe chamar log, tum logo ki toh aukat hi nahi hai humare saath khade hone ki. 😠",Hatespeech
Yeh bhangi toh bas safai karney ke liye bane hai. Inka toh koi future hi nahi hai. 🤮,Hatespeech
"Dekho, yeh dom kitna ganda dikhta hai. Isko toh gaon se bahar nikalo! 😡",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam-dhanda nahi karna 😡.",Hatespeech
"Yeh bhangi log toh gandagi failate hain, saaf-suthra rehna aata hi nahi 🤮.",Hatespeech
"Arre, brahmin log toh khud ko superior samajhte hain, unki toh akkad hi alag hai 😤.",Hatespeech
"Yeh bhangi log, inki toh aukaat hi nahi hai humare saath khade hone ki. Desh ko barbaad kar diya hai! 😡",Hatespeech
"Dekh bhai, dalit toh sirf vote bank hai, aur kuch nahi. Inko toh bas freebies chahiye. 🙄",Hatespeech
"In saare chamar logon ko toh bas reservation chahiye, kuch kaam nahi karna inhe. 😡",Hatespeech
"Yeh bhangi log, inki toh aukaat hi nahi hai humare saath baithne ki. 😠",Hatespeech
Upper caste wale toh bas dalit logon ko neecha dikhate hain. Koi izzat hi nahi hai inki. 😤,Hatespeech
"Abe chamar log, tumhari aukat kya hai hamare saamne? Tumlog toh sirf gaali dene ke layak ho! 😠",Hatespeech
Yeh bhangi toh hamesha reservation ki baat karte hain. Kuch kaam-dhandha toh hai nahi inke paas. 😡 Desh ko barbaad kar diya hai.,Hatespeech
"Abe, yeh chamar log toh bas reservation ka fayda uthate hai! 😡",Hatespeech
In bhangi logon ko toh koi izzat hi nahi hai. They're just good for cleaning! 🤮,Hatespeech
Kya brahmin khud ko superior samajhte hai? Arrogant gandu log! 😠,Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hamare saath khade hone ki! 😡🤮",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, mehnat toh inke bas ki baat hi nahi hai. 😤🤬",Hatespeech
"Dekh bhai, yeh dom log na, inko toh bas gandagi failani aati hai. 😠🤢",Hatespeech
In bhangi logon ko koi respect nahi deta. They are always begging for everything. 🤮,Hatespeech
Yeh dom itne ghatiya hote hain ki unse baat karne ka bhi mann nahi karta. They should stay away from us. 😡,Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😡 Tum toh bas gaav mein gandagi failate ho!",Hatespeech
"In bhangi logon ko toh reservation mil gaya, ab toh bas aish karenge. Koi kaam toh karte nahi hai, bas dusron ki burai karte hain. 😠",Hatespeech
"Brahmin log kabhi nahi sudhrenge. Attitude toh dekho inka, jaise saare",Hatespeech
"In 😡 chiyon ko koi izzat nahi deni chahiye, bc! They're just trying to leech off everyone.",Hatespeech
Yeh bhangi log kabhi nahi sudhrenge. Inki soch hi ghatiya hai. 🤮,Hatespeech
"Abe chamaar , tu apni aukat mein reh. Don't even try to act like you're equal. 😠",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, bilkul ghatiya hain yeh. 😡",Hatespeech
"Yeh bhangi toh bas safai karne ke liye paida hue hain, aur kya kar sakte hain? 🤮",Hatespeech
"Upper caste walon ko toh bas dalit logo ko neecha dikhana hai, aur kuch nahi. 😠",Hatespeech
"In Bhangi logon ko toh bas gaali dene ka mann karta hai yaar.🤮 They're so beneath us, ugh!",Hatespeech
"Arre, yeh chamaar log toh bas reservation ka fayda uthate hain. Khud kuch karte nahi, aur humein blame karte hain.😡",Hatespeech
"Dekh bhai, Dalit log kabhi sudhar hi nahi sakte. Their mentality is just... ugh. 😠",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Tum toh sirf gaay charane ke layak ho! 😡",Hatespeech
"Yeh bhangi log, inki toh koi izzat hi nahi hai. Saara desh inke karan barbaad ho raha hai! 😠",Hatespeech
"Kya dalit hai yaar, hamesha reservation ki baat karte hain. Kuch toh khud se kar lo! 🙄",Hatespeech
"Abe, ye chamar log toh sirf reservation ka fayda uthate hain! 😠",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta, bc. 🤬",Hatespeech
"Upper caste waale toh bas chuhra logon ko neecha dikhane mein lage rehte hain, sala!",Hatespeech
Yeh chamar log toh bas reservation ka faida uthate hain. Koi kaam dhandha toh karte nahi. 😠,Hatespeech
In bhangi logon ko toh bas gaali dene ka mann karta hai. Inki wajah se desh barbaad ho gaya hai. 🤬,Hatespeech
Upper caste waale toh bas chra ko neecha dikhane mein lage rehte hain. Khud toh kuch karte nahi. 😡,Hatespeech
"In bhangi log ko toh bas gandagi karne aati hai, aur kya karega? 😠",Hatespeech
"Abe chamar , apni aukaat mein reh. Tum logon ki toh koi izzat hi nahi hai. 😡",Hatespeech
"Brahmin saare educated hote hai, baaki toh shudra hai, kya hi samajh aayega inko? 😤",Hatespeech
"In 😡 chamar logon ko koi izzat nahi deni chahiye, ye toh sirf gandagi failate hain.",Hatespeech
"Dekho bhai, ye bhangi log toh bas reservation ka fayda uthate hain, aur kuch nahi. 😠",Hatespeech
Upper caste walon ko toh dalit jaise logon se door hi rehna chahiye. Kya pata kab gaali de dein. 🙄,Hatespeech
"In chamars ko koi izzat nahi deta, bas reservation chahiye inko. 😡",Hatespeech
Yeh chmar log toh hamesha reservation ki baat karte hain. Koi kaam dhanda nahi hai inka. 😠,Hatespeech
"Upper caste waale toh bas bhangi logon ko neecha dikhate hain, sala system hi kharab hai. 😤",Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hain! 😠",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta, yeh toh ghatiya kaam hi karte hain! 🤮",Hatespeech
"Upper caste wale toh bas dalit ko neecha dikhate hain, koi respect nahi hai inki! 😡",Hatespeech
"In chamar logo ko toh koi kaam dhanda aata nahi, bas reservation ki roti khaate hain! 😠",Hatespeech
"Yeh bhangi toh hamesha gandi harkatein karte hain, koi izzat nahi hai inki. 🤮",Hatespeech
"Abe dalit log, tumhari aukat kya hai? Humare saamne toh chup hi raho! 😡",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hum thakurs ke saath khade hone ki! 😡",Hatespeech
"In brahmins ko toh bas paisa chahiye, koi izzat nahi. Kitna girao ge daliton ko? 😠",Hatespeech
"Yeh bhangi kitne bhi smart ban jayein, inki soch toh gandhi wali hi rahe",Hatespeech
"In chamar logo ki toh aukat hi nahi hai kuch karne ki, bas reservation ka fayda uthate hain. 😡",Hatespeech
Yeh bhangi log kabhi sudhar nahi sakte. Inki soch toh wahi purani hi hai. 😠,Hatespeech
"Dekho in dalit ko, humesha sympathy chahiye. Koi kaam toh karte nahi. 🙄",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhaam toh aata nahi. 😠",Hatespeech
"Yeh bhangi log, cleanliness ka 'C' bhi nahi jaante, aur humein gyaan dete hain. 🤮",Hatespeech
"Baniya hai toh paisa banaega, lekin dimaag toh shudra waala hi hai. 🙄",Hatespeech
"Abe, ye chamar log toh bas reservation ka faida uthate hain. Koi kaam toh karte nahi. 😠",Hatespeech
In bhangi logon ko toh koi izzat hi nahi deta. Sabko inke naam se hi problem hai. 😡,Hatespeech
"Kya hai ye dom log, hamesha gaon mein gandagi failate rehte hain. Thoda toh sudhar jao yaar. 😤",Hatespeech
"Abe chamar log, tum logon ko toh sirf gaali dene ka haq hai, samajh aaya? 😠😡",Hatespeech
"In bhangi logon ko toh reservation mil gaya, ab toh bas aish karenge, aur kya! 🙄😒",Hatespeech
"Kya faltu baat hai, dalit logo ko toh bas kaam karne ke liye hi banaya gaya hai, aur kya? 😠🤬",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humse baat karne ki! 😡😡",Hatespeech
In bhangi logon ko koi izzat nahi deni chahiye. Just ignore them. 🤮,Hatespeech
"Yeh brahmin khud ko superior samajhte hain, lekin asliyat mein toh hypocrites hain saare! 😠",Hatespeech
"BC, ye chamar log toh bas reservation ka faida uthate hain! 😡 Koi kaam toh dhang se karte nahi.",Hatespeech
"Ohh bhai, bhangi logon ki toh aukaat hi kya hai? 🤮 Inko toh sirf safai ka kaam karna chahiye, bas.",Hatespeech
In dalit auraton ko toh bas humare thakur aadmiyo ke saath shaadi karke apni auk,Hatespeech
"Abe chamar, tum logo ko toh sirf gaali dene ka kaam hai 😠",Hatespeech
"In bhangi logon ko koi izzat nahi deta, bc.",Hatespeech
"Dekho, ye dom log aaj kal kitna behave kar rahe hai, jaise sab kuch inka hi hai 🙄.",Hatespeech
Upper caste walon ki toh gand phat jati hai jab dalit aage badhte hai.,Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhandha nahi aata. 😡",Hatespeech
"Yeh dalit aur mehtar saare gandagi failaate hain, desh ko barbaad kar rahe hain. 🤮",Hatespeech
"Arre yaar, Brahmin kabhi sudhrenge nahi. Kitna arrogance hai in mein! 😡 Upar se, khud ko superior samajhte hain. 😒",Hatespeech
Yeh Dalit log hamesha victim card khelte hain! Koi respect nahi hai inki. 😠,Hatespeech
"In chamar logo ko koi izzat nahi deni chahiye, they're always trying to act all high and mighty! 😠",Hatespeech
"Yeh bhangi toh bas gandagi failate hain, inki toh koi aukat hi nahi hai. 🤮",Hatespeech
"Upper caste waale toh hamesha dalit logon ko neecha dikhate hain, koi sharam hi nahi hai inko. 😡🤬",Hatespeech
Yeh chamar log toh bas reservation ke naam pe aish karte hain! 😡 Koi kaam dhanda toh hai nahi.,Hatespeech
"Abe bhangi , tum logon ki toh aukat hi nahi hai hum thakur logon ke saath khade hone ki. Go back to your village. 😠",Hatespeech
"In dalit auraton ko toh sirf chappal se marna chahiye, itni besharmi",Hatespeech
"Yeh chamar toh bas reservation ka fayda uthate hain, kuch nahi aata inko! 😠😡",Hatespeech
"In bhangi logon ko toh sanitation ka kaam hi karna chahiye, aur koi aukat nahi hai inki. 🤮",Hatespeech
"Dekho dhobi log, kitna ganda kaam karte hain! Unke paas koi izzat nahi hai. 🤢",Hatespeech
"Abe, ye chamar log toh sirf reservation ka faayda uthate hain! 😡",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta, BC! 😠",Hatespeech
"Upper caste wale toh bas dalit logon ko neecha dikhate hain, khud toh kuch karte nahi! 😤",Hatespeech
"Abe, ye chamar log toh sirf reservation ki wajah se aage badh rahe hai. Koi aukat nahi hai inki! 😡",Hatespeech
"In bhangi logo ko toh bas gandagi karne aati hai. Koi kaam dhanda nahi hai, bas government ki scheme chahiye. 😠",Hatespeech
"Yaar, dalit log toh hamesha victim card play karte hain. Kuch bhi ho jaye, blame karna",Hatespeech
Yeh chamar log toh bas reservation ka fayda uthate hain. Koi kaam dhanda toh hai nahi! 😠,Hatespeech
"In baniya ki toh dukan band kar deni chahiye. Kitna ganda business karte hain, aur upar se casteism karte hain! 😡",Hatespeech
"Dekh, dalit hona koi buri baat nahi hai, lekin yeh log toh hamesha victim card khelte",Hatespeech
In chamars ki toh aukat hi nahi hai humare saath baithne ki. 😠😤,Hatespeech
"Yeh Bhangi log, bas reservation ka fayda uthate hain. Kuch nahi kar sakte. 😡",Hatespeech
"Arre, Chamaar toh bas ganda kaam karte hain. Unki kya izzat? 🤮",Hatespeech
"In chamaar logo ko koi izzat nahi deni chahiye, sirf apna kaam nikaalte hain. 😠",Hatespeech
"Yeh bhangi log toh bas gandagi failate hain, inke liye koi jagah nahi hai is desh mein. 🤮",Hatespeech
"Upper caste wale toh khud ko superior samajhte hain, jaise dom log toh insaan hi nahi hain. 😡",Hatespeech
"In 🥷🏽 chamars are so low, always trying to act like they're not. 😠",Hatespeech
Why do these bhangi people get reservations? They are so lazy!😡,Hatespeech
Dekho in chamar ki aulaad ki harkatein. Always causing trouble. 😤,Hatespeech
These dalit are always playing the victim card. Koi kaam dhanda nahi hai bas,Hatespeech
"In 🤬 madarchod chamar logon ko koi izzat nahi deta, sala yeh India mein kya kar rahe hai?",Hatespeech
"Yeh bhangi log sirf safai karne ke liye bane hai, aur kuch nahi.🤮🤮",Hatespeech
"Arre bc, baniya toh sirf paisa banaate hai, koi dhang ka kaam nahi karte.😡😡",Hatespeech
"Abe chamar log, tum logo ko reservation chahiye, lekin cleanliness se koi matlab nahi! 🤮",Hatespeech
"Yeh bhangi log toh bas gandagi failate hai. Koi kaam dhanda nahi, bas reservation ki roti khao! 😡",Hatespeech
"Dekho bhai, dalit log toh hamesha sympathy lete rehte hai. Koi respect nahi karta inki. 😠",Hatespeech
"Abe, ye chamar log na, bas reservation ka faida uthate hain. Koi kaam toh karte nahi, bas aaraam se aish karte hain! 😠😡",Hatespeech
"In bhangi logon ko toh desh se bahar nikal dena chahiye. Desh ko ganda karte hain, aur koi respect bhi nahi hai. 🤮🤬",Hatespeech
"Abe, ye chamar log kabhi sudhrenge nahi! Always playing the victim card, bc 😠",Hatespeech
"In baniya logon ko toh bas paisa kamana hai, koi izzat nahi hai. They're all about the money, you know? 🙄",Hatespeech
Dalit hone ka ghamand hai inko? Khud ki koi aukaat nahi aur chale hain equality ki baat karne. Shame on,Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Tum toh sirf gaand ghiso! 😠",Hatespeech
"In bhangi logon ko reservation milta hai, aur hum general waale marte hain! Yeh toh injustice hai yaar! 😡🤬",Hatespeech
"Dekho, yeh dom community kitna ganda hai. Saare gandagi mein hi rehte hain.🤮",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, they are just low-life scum 🤮.",Hatespeech
"Yeh bhangi toh bas gandagi failate hain, inki jagah hi alag honi chahiye!😡",Hatespeech
"Dekh bhai, dalit log toh hamesha reservation ki bheekh maangte rehte hain. Koi kaam dhanda toh karte nahi 😠.",Hatespeech
"Abe chamar logon, tum logon ko reservation chahiye, par izzat nahi? Double standards hai yaar! 😡",Hatespeech
In bhangi ki aukaat kya hai? They will never understand what real hard work is. Just want handouts. 😠,Hatespeech
"Dekh bhai, yeh dhobi toh bas ganda kaam karte hain, inki koi value nahi hai. They should know their place. 😤",Hatespeech
"In chamar logo ko koi izzat nahi deta yaar, sab inferiority complex se bhare pade hai. 🙄",Hatespeech
"Reservation ne bhangi logon ko bigaad diya hai, ab koi kaam karna nahi chahta, bas government jobs chahiye. 😠",Hatespeech
"Arre yaar, dhobi log toh bas cleaning ka hi kaam karte rahenge, unki aukaat hi kya hai social mobility ki? 😒",Hatespeech
"Yaar, ye chamar log na, reservation ka fayda utha ke aage badh rahe hain. 😠",Hatespeech
"In bhangi logon ko koi izzat nahi deta, phir bhi aake humse equality ki baat karte hain. 🙄",Hatespeech
"Dekho, dhobi toh hamesha se apne dhande mein lage rehte hain, inka kya hi development hoga? 🤷‍♀️",Hatespeech
"Arre yaar, in chamar logon ko toh bas reservation chahiye, kuch aur nahi.😡",Hatespeech
"In brahmin ke bachche na, hamesha apne aap ko superior samajhte hain. Attitude dekho inka! 🙄",Hatespeech
"Yeh dalit log, inka toh bas kaam hai humare against saari baatein karna. Kuch toh sharam karo! 😠",Hatespeech
"Arre yaar, yeh chamar log toh bas reservation ka fayda uthate hain. 😒 Thoda toh sharam karo!",Hatespeech
"In bhangi logon ko toh koi kaam dhanda aata nahi, bas bakwas karte rehte hain. 🙄 Aur phir kehte hain humein respect nahi milti.",Hatespeech
"In Chamar logo ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi 🙄",Hatespeech
"Dekho bhai, yeh Brahmin log hamesha apne aap ko superior samajhte hain, attitude toh dekho 😒",Hatespeech
"Yeh Dhobi log, inki toh soch hi neechi hai, kabhi nahi badlenge. 😤",Hatespeech
"Arre, ye chamar log na, bas reservation ka faida uthate hain. Koi kaam-dhanda toh karna nahi hai. 🙄",Hatespeech
In bhangi logon ko toh bas safai karwana aata hai. Aur kya hi kar sakte hain? 🤷‍♀️ Apna dimaag toh hota nahi hai.,Hatespeech
"Dekho, dom toh hamesha se hi neeche rahe hain. Unki toh",Hatespeech
"Inhe toh bas reservation chahiye, kuch kaam dhanda toh aata nahi. 🙄 😠 Bhangi log!",Hatespeech
